CityCode,City,TenureCode,Tenure,CompositionCode,Composition,Observation
E09000022,Lambeth,-8,Does not apply,6,Single family household: Married or civil partnership couple: All children non-dependent,0
E09000022,Lambeth,-8,Does not apply,7,Single family household: Cohabiting couple family: No children,0
E09000022,Lambeth,-8,Does not apply,8,Single family household: Cohabiting couple family: With dependent children,0
E09000022,Lambeth,-8,Does not apply,9,Single family household: Cohabiting couple family: All children non-dependent,0
E09000022,Lambeth,-8,Does not apply,10,Single family household: Lone parent family: With dependent children,0
E09000022,Lambeth,-8,Does not apply,11,Single family household: Lone parent family: All children non-dependent,0
E09000022,Lambeth,-8,Does not apply,12,Other household types: Other related household: Other family composition,0
E09000022,Lambeth,-8,Does not apply,13,Other household types: With dependent children,0
E09000022,Lambeth,-8,Does not apply,14,"Other household types: Other, including all full-time students and all aged 66 years and over",0
E09000022,Lambeth,0,Owned: Owns outright,-8,Does not apply,0
E09000022,Lambeth,0,Owned: Owns outright,1,One-person household: Aged 66 years and over,3061
E09000022,Lambeth,0,Owned: Owns outright,2,One-person household: Other,3491
E09000022,Lambeth,0,Owned: Owns outright,3,Single family household: All aged 66 years and over,1489
E09000022,Lambeth,0,Owned: Owns outright,4,Single family household: Married or civil partnership couple: No children,1389
E09000022,Lambeth,0,Owned: Owns outright,5,Single family household: Married or civil partnership couple: Dependent children,1047
E09000022,Lambeth,0,Owned: Owns outright,6,Single family household: Married or civil partnership couple: All children non-dependent,1019
E09000022,Lambeth,0,Owned: Owns outright,7,Single family household: Cohabiting couple family: No children,904
E09000022,Lambeth,0,Owned: Owns outright,8,Single family household: Cohabiting couple family: With dependent children,159
E09000022,Lambeth,0,Owned: Owns outright,9,Single family household: Cohabiting couple family: All children non-dependent,68
E09000022,Lambeth,0,Owned: Owns outright,10,Single family household: Lone parent family: With dependent children,280
E09000022,Lambeth,0,Owned: Owns outright,11,Single family household: Lone parent family: All children non-dependent,1023
E09000022,Lambeth,0,Owned: Owns outright,12,Other household types: Other related household: Other family composition,286
E09000022,Lambeth,0,Owned: Owns outright,13,Other household types: With dependent children,491
E09000022,Lambeth,0,Owned: Owns outright,14,"Other household types: Other, including all full-time students and all aged 66 years and over",1473
E09000022,Lambeth,1,Owned: Owns with a mortgage or loan or shared ownership,-8,Does not apply,0
E09000022,Lambeth,1,Owned: Owns with a mortgage or loan or shared ownership,1,One-person household: Aged 66 years and over,420
E09000022,Lambeth,1,Owned: Owns with a mortgage or loan or shared ownership,2,One-person household: Other,8422
E09000022,Lambeth,1,Owned: Owns with a mortgage or loan or shared ownership,3,Single family household: All aged 66 years and over,200
E09000022,Lambeth,1,Owned: Owns with a mortgage or loan or shared ownership,4,Single family household: Married or civil partnership couple: No children,3260
E09000022,Lambeth,1,Owned: Owns with a mortgage or loan or shared ownership,5,Single family household: Married or civil partnership couple: Dependent children,5918
E09000022,Lambeth,1,Owned: Owns with a mortgage or loan or shared ownership,6,Single family household: Married or civil partnership couple: All children non-dependent,770
E09000022,Lambeth,1,Owned: Owns with a mortgage or loan or shared ownership,7,Single family household: Cohabiting couple family: No children,4763
E09000022,Lambeth,1,Owned: Owns with a mortgage or loan or shared ownership,8,Single family household: Cohabiting couple family: With dependent children,1308
E09000022,Lambeth,1,Owned: Owns with a mortgage or loan or shared ownership,9,Single family household: Cohabiting couple family: All children non-dependent,118
E09000022,Lambeth,1,Owned: Owns with a mortgage or loan or shared ownership,10,Single family household: Lone parent family: With dependent children,867
E09000022,Lambeth,1,Owned: Owns with a mortgage or loan or shared ownership,11,Single family household: Lone parent family: All children non-dependent,740
E09000022,Lambeth,1,Owned: Owns with a mortgage or loan or shared ownership,12,Other household types: Other related household: Other family composition,517
E09000022,Lambeth,1,Owned: Owns with a mortgage or loan or shared ownership,13,Other household types: With dependent children,752
E09000022,Lambeth,1,Owned: Owns with a mortgage or loan or shared ownership,14,"Other household types: Other, including all full-time students and all aged 66 years and over",2675
E09000022,Lambeth,2,Rented: Social rented,-8,Does not apply,0
E09000022,Lambeth,2,Rented: Social rented,1,One-person household: Aged 66 years and over,5304
E09000022,Lambeth,2,Rented: Social rented,2,One-person household: Other,12010
E09000022,Lambeth,2,Rented: Social rented,3,Single family household: All aged 66 years and over,699
E09000022,Lambeth,2,Rented: Social rented,4,Single family household: Married or civil partnership couple: No children,1209
E09000022,Lambeth,2,Rented: Social rented,5,Single family household: Married or civil partnership couple: Dependent children,3417
E09000022,Lambeth,2,Rented: Social rented,6,Single family household: Married or civil partnership couple: All children non-dependent,1678
E09000022,Lambeth,2,Rented: Social rented,7,Single family household: Cohabiting couple family: No children,827
E09000022,Lambeth,2,Rented: Social rented,8,Single family household: Cohabiting couple family: With dependent children,1110
E09000022,Lambeth,2,Rented: Social rented,9,Single family household: Cohabiting couple family: All children non-dependent,412
E09000022,Lambeth,2,Rented: Social rented,10,Single family household: Lone parent family: With dependent children,8015
E09000022,Lambeth,2,Rented: Social rented,11,Single family household: Lone parent family: All children non-dependent,5510
E09000022,Lambeth,2,Rented: Social rented,12,Other household types: Other related household: Other family composition,980
E09000022,Lambeth,2,Rented: Social rented,13,Other household types: With dependent children,2188
E09000022,Lambeth,2,Rented: Social rented,14,"Other household types: Other, including all full-time students and all aged 66 years and over",1883
E09000022,Lambeth,3,Private rented or lives rent free,-8,Does not apply,0
E09000022,Lambeth,3,Private rented or lives rent free,1,One-person household: Aged 66 years and over,743
E09000022,Lambeth,3,Private rented or lives rent free,2,One-person household: Other,9700
E09000022,Lambeth,3,Private rented or lives rent free,3,Single family household: All aged 66 years and over,136
E09000022,Lambeth,3,Private rented or lives rent free,4,Single family household: Married or civil partnership couple: No children,2300
E09000022,Lambeth,3,Private rented or lives rent free,5,Single family household: Married or civil partnership couple: Dependent children,2295
E09000022,Lambeth,3,Private rented or lives rent free,6,Single family household: Married or civil partnership couple: All children non-dependent,304
E09000022,Lambeth,3,Private rented or lives rent free,7,Single family household: Cohabiting couple family: No children,7173
E09000022,Lambeth,3,Private rented or lives rent free,8,Single family household: Cohabiting couple family: With dependent children,834
E09000022,Lambeth,3,Private rented or lives rent free,9,Single family household: Cohabiting couple family: All children non-dependent,60
E09000022,Lambeth,3,Private rented or lives rent free,10,Single family household: Lone parent family: With dependent children,2158
E09000022,Lambeth,3,Private rented or lives rent free,11,Single family household: Lone parent family: All children non-dependent,635
